"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 23 12:26:57 GMT 2021","Thu Dec 23 12:26:57 GMT 2021","315","Regression Suite","Chrome Test","TestRest","TestRest","test_get_method_no_body","json-server users",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","3","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_four","testTwo_four",""
"passed","Thu Dec 23 12:26:52 GMT 2021","Thu Dec 23 12:26:52 GMT 2021","3","Regression Suite","Chrome Test","TestJson","TestJson","testJsonPath","testJsonPath",""
"passed","Thu Dec 23 12:27:00 GMT 2021","Thu Dec 23 12:27:00 GMT 2021","1","Regression Suite","Chrome Test","TestWait","TestWait","test1","test1",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","1","Regression Suite","Chrome Test","TestYaml","TestYaml","testYaml","testYaml",""
"passed","Thu Dec 23 12:26:58 GMT 2021","Thu Dec 23 12:26:59 GMT 2021","404","Regression Suite","Chrome Test","TestRest","TestRest","test_patch_user","test_patch_user",""
"passed","Thu Dec 23 12:26:54 GMT 2021","Thu Dec 23 12:26:54 GMT 2021","6","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_three","testTwo_three",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","3","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_five","testTwo_five",""
"passed","Thu Dec 23 12:27:00 GMT 2021","Thu Dec 23 12:27:00 GMT 2021","459","Regression Suite","Chrome Test","TestRest","TestRest","test_resolve_vars","test_resolve_vars",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","1","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_one","testTwo_one",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","3","Regression Suite","Chrome Test","TestYaml","TestYaml","testContainers","testContainers",""
"passed","Thu Dec 23 12:26:58 GMT 2021","Thu Dec 23 12:26:58 GMT 2021","278","Regression Suite","Chrome Test","TestRest","TestRest","test_get_user_array","map response to model",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","14","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_five","testTwo_five",""
"passed","Thu Dec 23 12:26:53 GMT 2021","Thu Dec 23 12:26:53 GMT 2021","5","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_four","testTwo_four",""
"passed","Thu Dec 23 12:26:57 GMT 2021","Thu Dec 23 12:26:58 GMT 2021","675","Regression Suite","Chrome Test","TestRest","TestRest","test_get_single_user","test_get_single_user",""
"passed","Thu Dec 23 12:26:52 GMT 2021","Thu Dec 23 12:26:52 GMT 2021","0","Regression Suite","Chrome Test","TestJson","TestJson","testThree_two","testThree_two",""
"passed","Thu Dec 23 12:27:00 GMT 2021","Thu Dec 23 12:27:00 GMT 2021","42","Regression Suite","Chrome Test","TestRest","TestRest","test_put_user_object","json-server users",""
