"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 23 16:30:31 GMT 2021","Thu Dec 23 16:30:31 GMT 2021","4","Regression Suite","Chrome Test","TestJson","TestJson","testJsonPath","testJsonPath",""
"passed","Thu Dec 23 16:30:37 GMT 2021","Thu Dec 23 16:30:37 GMT 2021","0","Regression Suite","Chrome Test","TestWait","TestWait","test1","test1",""
"passed","Thu Dec 23 16:30:35 GMT 2021","Thu Dec 23 16:30:36 GMT 2021","295","Regression Suite","Chrome Test","TestRest","TestRest","test_patch_user","test_patch_user",""
"passed","Thu Dec 23 16:30:34 GMT 2021","Thu Dec 23 16:30:34 GMT 2021","241","Regression Suite","Chrome Test","TestRest","TestRest","test_get_method_no_body","json-server users",""
"passed","Thu Dec 23 16:30:31 GMT 2021","Thu Dec 23 16:30:31 GMT 2021","5","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_five","testTwo_five",""
"passed","Thu Dec 23 16:30:40 GMT 2021","Thu Dec 23 16:30:40 GMT 2021","32","Regression Suite","Chrome Test","TestHome","TestHome","testFakeGenerator","testFakeGenerator",""
"passed","Thu Dec 23 16:30:32 GMT 2021","Thu Dec 23 16:30:32 GMT 2021","0","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_three","testTwo_three",""
"passed","Thu Dec 23 16:30:34 GMT 2021","Thu Dec 23 16:30:35 GMT 2021","644","Regression Suite","Chrome Test","TestRest","TestRest","test_get_single_user","test_get_single_user",""
"passed","Thu Dec 23 16:30:35 GMT 2021","Thu Dec 23 16:30:35 GMT 2021","445","Regression Suite","Chrome Test","TestRest","TestRest","test_get_user_array","map response to model",""
"passed","Thu Dec 23 16:30:31 GMT 2021","Thu Dec 23 16:30:31 GMT 2021","3","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_four","testTwo_four",""
"passed","Thu Dec 23 16:30:40 GMT 2021","Thu Dec 23 16:30:40 GMT 2021","22","Regression Suite","Chrome Test","TestHome","TestHome","testJQuery","testJQuery",""
