"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","2","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_five","testTwo_five",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","0","Regression Suite","Chrome Test","XelTest","XelTest","test1","test1",""
"passed","Thu Dec 23 17:50:49 GMT 2021","Thu Dec 23 17:50:49 GMT 2021","28","Regression Suite","Chrome Test","TestHome","TestHome","testJQuery","testJQuery",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","6","Regression Suite","Chrome Test","TestJson","TestJson","testJsonPath","testJsonPath",""
"passed","Thu Dec 23 17:50:45 GMT 2021","Thu Dec 23 17:50:45 GMT 2021","17","Regression Suite","Chrome Test","TestRest","TestRest","test_read_json_file","json-server users",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","1","Regression Suite","Chrome Test","TestYaml","TestYaml","testYaml","testYaml",""
"passed","Thu Dec 23 17:50:45 GMT 2021","Thu Dec 23 17:50:45 GMT 2021","291","Regression Suite","Chrome Test","TestRest","TestRest","test_post_method_body","json-server users",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","0","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_three","testTwo_three",""
"passed","Thu Dec 23 17:50:46 GMT 2021","Thu Dec 23 17:50:46 GMT 2021","0","Regression Suite","Chrome Test","TestWait","TestWait","test1","test1",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","0","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_three","testTwo_three",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","0","Regression Suite","Chrome Test","TestYaml","TestYaml","testContainers","testContainers",""
"passed","Thu Dec 23 17:50:49 GMT 2021","Thu Dec 23 17:50:49 GMT 2021","363","Regression Suite","Chrome Test","TestHome","TestHome","testJscript","testJscript",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","1","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_four","testTwo_four",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","1","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_three","testTwo_three",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","0","Regression Suite","Chrome Test","TestJson","TestJson","testThree_two","testThree_two",""
"passed","Thu Dec 23 17:50:46 GMT 2021","Thu Dec 23 17:50:48 GMT 2021","2371","Regression Suite","Chrome Test","TestWait","TestWait","testColorWait","testColorWait",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","1","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_two","testTwo_two",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","2","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_five","testTwo_five",""
"passed","Thu Dec 23 17:50:44 GMT 2021","Thu Dec 23 17:50:44 GMT 2021","102","Regression Suite","Chrome Test","TestRest","TestRest","test_get_users","test_get_users",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","1","Regression Suite","Chrome Test","TestJson","TestJson","testThree_two","testThree_two",""
"passed","Thu Dec 23 17:50:42 GMT 2021","Thu Dec 23 17:50:43 GMT 2021","1176","Regression Suite","Chrome Test","TestRest","TestRest","test_delete_user","test_delete_user",""
"passed","Thu Dec 23 17:50:45 GMT 2021","Thu Dec 23 17:50:46 GMT 2021","424","Regression Suite","Chrome Test","TestRest","TestRest","test_resolve_vars","test_resolve_vars",""
"passed","Thu Dec 23 17:50:44 GMT 2021","Thu Dec 23 17:50:44 GMT 2021","237","Regression Suite","Chrome Test","TestRest","TestRest","test_get_user_array","map response to model",""
"passed","Thu Dec 23 17:50:45 GMT 2021","Thu Dec 23 17:50:45 GMT 2021","22","Regression Suite","Chrome Test","TestRest","TestRest","test_put_user_object","json-server users",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","1","Regression Suite","Chrome Test","TestJson","TestJson","testJsonPath","testJsonPath",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","3","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_four","testTwo_four",""
"passed","Thu Dec 23 17:50:44 GMT 2021","Thu Dec 23 17:50:45 GMT 2021","412","Regression Suite","Chrome Test","TestRest","TestRest","test_patch_user","test_patch_user",""
"passed","Thu Dec 23 17:50:40 GMT 2021","Thu Dec 23 17:50:40 GMT 2021","1","Regression Suite","Chrome Test","TestYaml","TestYaml","testYaml","testYaml",""
"passed","Thu Dec 23 17:50:41 GMT 2021","Thu Dec 23 17:50:41 GMT 2021","1","Regression Suite","Chrome Test","XelTest","XelTest","testTwo_two","testTwo_two",""
